"Date","Price","Open","High","Low","Vol.","Change %"
"11-03-2026","6.8616","6.8795","6.8776","6.8600","","-0.27%"
"10-03-2026","6.8799","6.8862","6.8972","6.8601","","-0.09%"
"09-03-2026","6.8863","6.9045","6.9344","6.8854","","-0.30%"
"06-03-2026","6.9070","6.9179","6.9199","6.8885","","-0.16%"
"05-03-2026","6.9178","6.8940","6.9287","6.8778","","0.35%"
"04-03-2026","6.8939","6.9178","6.9355","6.8883","","-0.35%"
"03-03-2026","6.9179","6.9011","6.9439","6.8744","","0.24%"
"02-03-2026","6.9012","6.8787","6.9138","6.8613","","0.57%"
"27-02-2026","6.8621","6.8445","6.8704","6.8383","","0.26%"
"26-02-2026","6.8445","6.8547","6.8568","6.8260","","-0.17%"
"25-02-2026","6.8560","6.8797","6.8824","6.8504","","-0.34%"
"24-02-2026","6.8797","6.8894","6.8969","6.8720","","-0.14%"
"23-02-2026","6.8894","6.8983","6.9001","6.8817","","-0.12%"
"20-02-2026","6.8979","6.9002","6.9066","6.8950","","-0.03%"
"19-02-2026","6.9002","6.8918","6.9060","6.8890","","0.13%"
"18-02-2026","6.8912","6.8856","6.8945","6.8817","","0.09%"
"17-02-2026","6.8848","6.8840","6.8940","6.8804","","0.02%"
"16-02-2026","6.8836","6.9020","6.9059","6.8803","","-0.25%"
"13-02-2026","6.9008","6.8986","6.9116","6.8957","","0.04%"
"12-02-2026","6.8980","6.9089","6.9092","6.8906","","-0.16%"
"11-02-2026","6.9089","6.9132","6.9200","6.9052","","-0.07%"
"10-02-2026","6.9134","6.9153","6.9191","6.9043","","-0.03%"
"09-02-2026","6.9152","6.9301","6.9339","6.9141","","-0.22%"
"06-02-2026","6.9304","6.9401","6.9423","6.9291","","-0.15%"
"05-02-2026","6.9411","6.9412","6.9482","6.9331","","0.01%"
"04-02-2026","6.9404","6.9345","6.9439","6.9283","","0.08%"
"03-02-2026","6.9347","6.9426","6.9445","6.9304","","-0.11%"
"02-02-2026","6.9424","6.9584","6.9634","6.9369","","-0.23%"
"30-01-2026","6.9587","6.9448","6.9622","6.9429","","0.20%"
"29-01-2026","6.9448","6.9435","6.9553","6.9376","","0.02%"
"28-01-2026","6.9437","6.9329","6.9494","6.9305","","0.15%"
"27-01-2026","6.9332","6.9487","6.9574","6.9310","","-0.23%"
"26-01-2026","6.9489","6.9483","6.9571","6.9427","","0.00%"
"23-01-2026","6.9492","6.9641","6.9673","6.9473","","-0.21%"
"22-01-2026","6.9641","6.9598","6.9790","6.9555","","0.06%"
"21-01-2026","6.9598","6.9557","6.9646","6.9530","","0.06%"
"20-01-2026","6.9557","6.9567","6.9584","6.9491","","-0.01%"
"19-01-2026","6.9567","6.9658","6.9692","6.9541","","-0.15%"
"16-01-2026","6.9674","6.9630","6.9704","6.9609","","0.06%"
"15-01-2026","6.9630","6.9714","6.9743","6.9610","","-0.12%"
"14-01-2026","6.9712","6.9730","6.9784","6.9671","","-0.03%"
"13-01-2026","6.9732","6.9691","6.9769","6.9658","","0.06%"
"12-01-2026","6.9692","6.9755","6.9781","6.9624","","-0.10%"
"09-01-2026","6.9761","6.9822","6.9842","6.9715","","-0.09%"
"08-01-2026","6.9822","6.9932","6.9961","6.9778","","-0.16%"
"07-01-2026","6.9935","6.9807","6.9943","6.9782","","0.18%"
"06-01-2026","6.9807","6.9830","6.9860","6.9730","","-0.03%"
"05-01-2026","6.9826","6.9698","6.9924","6.9679","","0.18%"
"02-01-2026","6.9698","6.9769","6.9792","6.9656","","-0.14%"
"01-01-2026","6.9796","6.9754","6.9802","6.9750","","0.05%"
"31-12-2025","6.9764","6.9919","6.9951","6.9743","","-0.23%"
"30-12-2025","6.9922","6.9977","7.0031","6.9802","","-0.08%"
"29-12-2025","6.9977","7.0041","7.0156","6.9932","","-0.09%"
"26-12-2025","7.0039","7.0003","7.0090","6.9973","","0.06%"
"25-12-2025","6.9996","7.0079","7.0114","6.9950","","-0.11%"
"24-12-2025","7.0075","7.0192","7.0201","7.0007","","-0.16%"
"23-12-2025","7.0190","7.0307","7.0334","7.0135","","-0.17%"
"22-12-2025","7.0307","7.0342","7.0375","7.0292","","-0.04%"
"19-12-2025","7.0337","7.0330","7.0384","7.0309","","0.01%"
"18-12-2025","7.0330","7.0399","7.0414","7.0303","","-0.10%"
"17-12-2025","7.0401","7.0357","7.0437","7.0313","","0.06%"
"16-12-2025","7.0357","7.0434","7.0448","7.0308","","-0.11%"
"15-12-2025","7.0434","7.0541","7.0560","7.0389","","-0.14%"
"12-12-2025","7.0534","7.0513","7.0571","7.0486","","0.03%"
"11-12-2025","7.0514","7.0608","7.0638","7.0475","","-0.13%"
"10-12-2025","7.0608","7.0610","7.0714","7.0567","","0.00%"
"09-12-2025","7.0609","7.0719","7.0732","7.0593","","-0.15%"
"08-12-2025","7.0716","7.0682","7.0734","7.0641","","0.04%"
"05-12-2025","7.0689","7.0715","7.0723","7.0624","","-0.04%"
"04-12-2025","7.0715","7.0586","7.0723","7.0550","","0.20%"
"03-12-2025","7.0576","7.0670","7.0684","7.0532","","-0.13%"
"02-12-2025","7.0670","7.0722","7.0775","7.0646","","-0.07%"
"01-12-2025","7.0721","7.0712","7.0739","7.0638","","0.00%"
"28-11-2025","7.0721","7.0745","7.0803","7.0662","","-0.03%"
"27-11-2025","7.0744","7.0704","7.0823","7.0642","","0.08%"
"26-11-2025","7.0690","7.0827","7.0867","7.0665","","-0.19%"
"25-11-2025","7.0826","7.1062","7.1079","7.0789","","-0.33%"
"24-11-2025","7.1060","7.1048","7.1116","7.1014","","0.01%"
"21-11-2025","7.1051","7.1178","7.1191","7.1029","","-0.17%"
"20-11-2025","7.1175","7.1174","7.1212","7.1116","","0.00%"
"19-11-2025","7.1174","7.1108","7.1209","7.1083","","0.09%"
"18-11-2025","7.1108","7.1081","7.1176","7.1061","","0.04%"
"17-11-2025","7.1081","7.0967","7.1116","7.0944","","0.11%"
"14-11-2025","7.1001","7.0970","7.1030","7.0902","","0.04%"
"13-11-2025","7.0970","7.1124","7.1156","7.0912","","-0.22%"
"12-11-2025","7.1125","7.1221","7.1236","7.1102","","-0.14%"
"11-11-2025","7.1224","7.1226","7.1273","7.1167","","0.00%"
"10-11-2025","7.1226","7.1248","7.1281","7.1178","","-0.03%"
"07-11-2025","7.1250","7.1210","7.1281","7.1195","","0.06%"
"06-11-2025","7.1210","7.1313","7.1325","7.1196","","-0.14%"
"05-11-2025","7.1313","7.1347","7.1387","7.1278","","-0.05%"
"04-11-2025","7.1346","7.1258","7.1365","7.1236","","0.11%"
"03-11-2025","7.1268","7.1193","7.1295","7.1138","","0.06%"
"31-10-2025","7.1222","7.1106","7.1260","7.1074","","0.16%"
"30-10-2025","7.1106","7.0963","7.1179","7.0913","","0.20%"
"29-10-2025","7.0965","7.0959","7.1011","7.0881","","0.01%"
"28-10-2025","7.0958","7.1091","7.1103","7.0911","","-0.18%"
"27-10-2025","7.1083","7.1259","7.1259","7.1022","","-0.25%"
"24-10-2025","7.1263","7.1249","7.1297","7.1206","","0.02%"
"23-10-2025","7.1249","7.1256","7.1294","7.1225","","-0.01%"
"22-10-2025","7.1255","7.1268","7.1303","7.1229","","-0.02%"
"21-10-2025","7.1269","7.1242","7.1276","7.1154","","0.04%"
"20-10-2025","7.1242","7.1268","7.1295","7.1211","","-0.04%"
"17-10-2025","7.1267","7.1253","7.1330","7.1161","","0.03%"
"16-10-2025","7.1246","7.1300","7.1321","7.1206","","-0.07%"
"15-10-2025","7.1299","7.1400","7.1437","7.1242","","-0.14%"
"14-10-2025","7.1401","7.1382","7.1501","7.1347","","0.03%"
"13-10-2025","7.1382","7.1416","7.1453","7.1315","","-0.12%"
"10-10-2025","7.1470","7.1385","7.1499","7.1232","","0.12%"
"09-10-2025","7.1382","7.1500","7.1514","7.1241","","-0.17%"
"08-10-2025","7.1502","7.1459","7.1540","7.1428","","0.06%"
"07-10-2025","7.1457","7.1424","7.1494","7.1352","","0.04%"
"06-10-2025","7.1427","7.1361","7.1507","7.1329","","0.10%"
"03-10-2025","7.1359","7.1321","7.1397","7.1280","","0.05%"
"02-10-2025","7.1326","7.1280","7.1373","7.1231","","0.06%"
"01-10-2025","7.1282","7.1286","7.1401","7.1217","","-0.01%"
"30-09-2025","7.1286","7.1294","7.1336","7.1238","","-0.01%"
"29-09-2025","7.1294","7.1415","7.1439","7.1180","","-0.17%"
"26-09-2025","7.1417","7.1452","7.1478","7.1393","","-0.05%"
"25-09-2025","7.1453","7.1378","7.1488","7.1269","","0.10%"
"24-09-2025","7.1379","7.1134","7.1407","7.1112","","0.34%"
"23-09-2025","7.1134","7.1154","7.1192","7.1109","","-0.03%"
"22-09-2025","7.1156","7.1151","7.1204","7.1121","","-0.06%"
"19-09-2025","7.1196","7.1088","7.1209","7.1053","","0.15%"
"18-09-2025","7.1092","7.1022","7.1141","7.0972","","0.10%"
"17-09-2025","7.1019","7.1045","7.1082","7.0849","","-0.04%"
"16-09-2025","7.1045","7.1190","7.1205","7.1027","","-0.20%"
"15-09-2025","7.1188","7.1251","7.1279","7.1164","","-0.08%"
"12-09-2025","7.1243","7.1127","7.1299","7.1113","","0.16%"
"11-09-2025","7.1127","7.1197","7.1267","7.1115","","-0.10%"
"10-09-2025","7.1197","7.1238","7.1295","7.1133","","-0.06%"
"09-09-2025","7.1238","7.1220","7.1253","7.1128","","0.03%"
"08-09-2025","7.1218","7.1266","7.1339","7.1207","","-0.06%"
"05-09-2025","7.1261","7.1372","7.1409","7.1212","","-0.16%"
"04-09-2025","7.1372","7.1394","7.1452","7.1356","","-0.03%"
"03-09-2025","7.1395","7.1387","7.1494","7.1349","","0.01%"
"02-09-2025","7.1387","7.1346","7.1496","7.1312","","0.05%"
"01-09-2025","7.1350","7.1215","7.1370","7.1199","","0.18%"
"29-08-2025","7.1222","7.1203","7.1322","7.1155","","0.03%"
"28-08-2025","7.1202","7.1526","7.1549","7.1176","","-0.45%"
"27-08-2025","7.1525","7.1531","7.1661","7.1449","","-0.01%"
"26-08-2025","7.1533","7.1585","7.1659","7.1469","","-0.07%"
"25-08-2025","7.1585","7.1721","7.1746","7.1483","","-0.17%"
"22-08-2025","7.1709","7.1829","7.1903","7.1663","","-0.17%"
"21-08-2025","7.1829","7.1820","7.1872","7.1708","","0.01%"
"20-08-2025","7.1820","7.1876","7.1936","7.1780","","-0.08%"
"19-08-2025","7.1877","7.1875","7.1922","7.1815","","0.00%"
"18-08-2025","7.1875","7.1882","7.1895","7.1781","","-0.02%"
"15-08-2025","7.1887","7.1816","7.1901","7.1776","","0.10%"
"14-08-2025","7.1816","7.1816","7.1834","7.1680","","0.00%"
"13-08-2025","7.1817","7.1853","7.1886","7.1751","","-0.04%"
"12-08-2025","7.1849","7.1965","7.1985","7.1808","","-0.16%"
"11-08-2025","7.1964","7.1881","7.1988","7.1817","","0.11%"
"08-08-2025","7.1888","7.1809","7.1920","7.1778","","0.11%"
"07-08-2025","7.1809","7.1852","7.1872","7.1778","","-0.06%"
"06-08-2025","7.1852","7.1890","7.1959","7.1827","","-0.05%"
"05-08-2025","7.1890","7.1839","7.1959","7.1766","","0.08%"
"04-08-2025","7.1836","7.1932","7.1965","7.1761","","-0.08%"
"01-08-2025","7.1895","7.2093","7.2246","7.1881","","-0.27%"
"31-07-2025","7.2093","7.2119","7.2132","7.1952","","-0.04%"
"30-07-2025","7.2119","7.1815","7.2150","7.1741","","0.43%"
"29-07-2025","7.1808","7.1820","7.1854","7.1762","","-0.02%"
"28-07-2025","7.1819","7.1663","7.1834","7.1626","","0.20%"
"25-07-2025","7.1677","7.1537","7.1710","7.1497","","0.20%"
"24-07-2025","7.1537","7.1518","7.1570","7.1437","","0.03%"
"23-07-2025","7.1519","7.1699","7.1736","7.1503","","-0.25%"
"22-07-2025","7.1701","7.1711","7.1802","7.1680","","-0.01%"
"21-07-2025","7.1710","7.1797","7.1842","7.1686","","-0.15%"
"18-07-2025","7.1815","7.1844","7.1872","7.1745","","-0.04%"
"17-07-2025","7.1844","7.1807","7.1902","7.1771","","0.05%"
"16-07-2025","7.1807","7.1831","7.1916","7.1685","","-0.03%"
"15-07-2025","7.1832","7.1722","7.1878","7.1683","","0.16%"
"14-07-2025","7.1720","7.1722","7.1764","7.1661","","-0.02%"
"11-07-2025","7.1737","7.1781","7.1836","7.1652","","-0.06%"
"10-07-2025","7.1779","7.1833","7.1844","7.1752","","-0.07%"
"09-07-2025","7.1832","7.1813","7.1887","7.1791","","0.03%"
"08-07-2025","7.1807","7.1790","7.1859","7.1687","","0.02%"
"07-07-2025","7.1793","7.1653","7.1811","7.1624","","0.23%"
"04-07-2025","7.1627","7.1705","7.1712","7.1595","","-0.11%"
"03-07-2025","7.1706","7.1612","7.1745","7.1563","","0.13%"
"02-07-2025","7.1614","7.1608","7.1704","7.1584","","0.01%"
"01-07-2025","7.1607","7.1570","7.1653","7.1495","","0.05%"
"30-06-2025","7.1573","7.1711","7.1714","7.1558","","-0.21%"
"27-06-2025","7.1727","7.1635","7.1757","7.1595","","0.13%"
"26-06-2025","7.1637","7.1719","7.1746","7.1522","","-0.11%"
"25-06-2025","7.1716","7.1648","7.1800","7.1598","","0.10%"
"24-06-2025","7.1647","7.1755","7.1798","7.1611","","-0.15%"
"23-06-2025","7.1755","7.1850","7.1931","7.1741","","-0.03%"
"20-06-2025","7.1780","7.1861","7.1884","7.1735","","-0.11%"
"19-06-2025","7.1861","7.1945","7.1977","7.1844","","-0.12%"
"18-06-2025","7.1949","7.1907","7.1961","7.1850","","0.06%"
"17-06-2025","7.1908","7.1836","7.1947","7.1783","","0.10%"
"16-06-2025","7.1836","7.1881","7.1911","7.1775","","-0.07%"
"13-06-2025","7.1887","7.1731","7.1906","7.1697","","0.22%"
"12-06-2025","7.1732","7.1985","7.1993","7.1695","","-0.35%"
"11-06-2025","7.1983","7.1888","7.2004","7.1819","","0.13%"
"10-06-2025","7.1889","7.1823","7.1949","7.1774","","0.09%"
"09-06-2025","7.1822","7.1911","7.1913","7.1785","","-0.09%"
"06-06-2025","7.1884","7.1761","7.1943","7.1712","","0.19%"
"05-06-2025","7.1751","7.1715","7.1825","7.1639","","0.05%"
"04-06-2025","7.1715","7.1925","7.1961","7.1693","","-0.28%"
"03-06-2025","7.1916","7.2095","7.2104","7.1852","","-0.25%"
"02-06-2025","7.2095","7.2038","7.2244","7.2006","","0.07%"
"30-05-2025","7.2048","7.1892","7.2103","7.1804","","0.23%"
"29-05-2025","7.1882","7.1928","7.2093","7.1820","","-0.07%"
"28-05-2025","7.1929","7.1915","7.1996","7.1856","","0.02%"
"27-05-2025","7.1915","7.1768","7.1944","7.1711","","0.21%"
"26-05-2025","7.1767","7.1734","7.1833","7.1611","","0.06%"
"23-05-2025","7.1722","7.2048","7.2062","7.1708","","-0.45%"
"22-05-2025","7.2049","7.2036","7.2086","7.1933","","0.02%"
"21-05-2025","7.2038","7.2148","7.2202","7.1985","","-0.15%"
"20-05-2025","7.2145","7.2146","7.2265","7.2118","","0.00%"
"19-05-2025","7.2145","7.2104","7.2183","7.2039","","0.06%"
"16-05-2025","7.2102","7.2051","7.2140","7.1946","","0.07%"
"15-05-2025","7.2051","7.2113","7.2158","7.2023","","-0.09%"
"14-05-2025","7.2113","7.1966","7.2160","7.1909","","0.21%"
"13-05-2025","7.1964","7.2001","7.2047","7.1784","","-0.04%"
"12-05-2025","7.1995","7.2401","7.2401","7.1916","","-0.56%"
"09-05-2025","7.2402","7.2434","7.2530","7.2337","","-0.04%"
"08-05-2025","7.2434","7.2282","7.2471","7.2164","","0.21%"
"07-05-2025","7.2283","7.2103","7.2306","7.1882","","0.25%"
"06-05-2025","7.2103","7.2015","7.2357","7.1994","","0.12%"
"05-05-2025","7.2015","7.2114","7.2173","7.1838","","-0.13%"
"02-05-2025","7.2110","7.2781","7.2800","7.2084","","-0.92%"
"01-05-2025","7.2777","7.2689","7.2874","7.2672","","0.12%"
"30-04-2025","7.2691","7.2689","7.2765","7.2592","","0.00%"
"29-04-2025","7.2688","7.2850","7.2891","7.2562","","-0.22%"
"28-04-2025","7.2850","7.2890","7.3030","7.2819","","-0.05%"
"25-04-2025","7.2887","7.2886","7.2993","7.2810","","0.00%"
"24-04-2025","7.2884","7.2853","7.3046","7.2845","","0.04%"
"23-04-2025","7.2854","7.3108","7.3164","7.2770","","-0.35%"
"22-04-2025","7.3113","7.2935","7.3215","7.2909","","0.26%"
"21-04-2025","7.2920","7.3020","7.3034","7.2824","","-0.14%"
"18-04-2025","7.3020","7.3019","7.3100","7.2901","","0.02%"
"17-04-2025","7.3003","7.2989","7.3167","7.2949","","0.04%"
"16-04-2025","7.2976","7.3287","7.3349","7.2948","","-0.40%"
"15-04-2025","7.3272","7.3120","7.3307","7.3069","","0.21%"
"14-04-2025","7.3115","7.2803","7.3255","7.2785","","0.45%"
"11-04-2025","7.2788","7.3119","7.3375","7.2783","","-0.43%"
"10-04-2025","7.3105","7.3450","7.3719","7.2999","","-0.44%"
"09-04-2025","7.3429","7.4258","7.4279","7.3428","","-1.10%"
"08-04-2025","7.4242","7.3452","7.4299","7.3362","","1.09%"
"07-04-2025","7.3439","7.2949","7.3501","7.2924","","0.68%"
"04-04-2025","7.2940","7.2803","7.3005","7.2392","","0.21%"
"03-04-2025","7.2784","7.2958","7.3491","7.2743","","-0.22%"
"02-04-2025","7.2941","7.2812","7.2968","7.2668","","0.19%"
"01-04-2025","7.2803","7.2659","7.2845","7.2624","","0.21%"
"31-03-2025","7.2648","7.2704","7.2745","7.2525","","-0.05%"
"28-03-2025","7.2685","7.2677","7.2773","7.2647","","0.03%"
"27-03-2025","7.2660","7.2791","7.2825","7.2649","","-0.17%"
"26-03-2025","7.2781","7.2658","7.2828","7.2638","","0.19%"
"25-03-2025","7.2642","7.2637","7.2720","7.2602","","0.03%"
"24-03-2025","7.2623","7.2572","7.2683","7.2470","","0.09%"
"21-03-2025","7.2558","7.2523","7.2608","7.2459","","0.06%"
"20-03-2025","7.2515","7.2298","7.2555","7.2256","","0.33%"
"19-03-2025","7.2279","7.2276","7.2419","7.2260","","0.01%"
"18-03-2025","7.2270","7.2268","7.2379","7.2207","","0.03%"
"17-03-2025","7.2250","7.2366","7.2453","7.2244","","-0.15%"
"14-03-2025","7.2356","7.2477","7.2550","7.2302","","-0.14%"
"13-03-2025","7.2458","7.2407","7.2538","7.2298","","0.09%"
"12-03-2025","7.2396","7.2265","7.2506","7.2147","","0.20%"
"11-03-2025","7.2255","7.2634","7.2648","7.2245","","-0.50%"
"10-03-2025","7.2618","7.2448","7.2702","7.2352","","0.28%"
"07-03-2025","7.2417","7.2445","7.2540","7.2272","","-0.01%"
"06-03-2025","7.2423","7.2365","7.2541","7.2343","","0.09%"
"05-03-2025","7.2355","7.2530","7.2775","7.2332","","-0.22%"
"04-03-2025","7.2512","7.3025","7.3074","7.2482","","-0.69%"
"03-03-2025","7.3015","7.2933","7.3080","7.2840","","0.12%"
"28-02-2025","7.2927","7.3009","7.3026","7.2835","","-0.09%"
"27-02-2025","7.2991","7.2653","7.3031","7.2614","","0.49%"
"26-02-2025","7.2635","7.2544","7.2685","7.2471","","0.16%"
"25-02-2025","7.2521","7.2530","7.2707","7.2470","","0.01%"
"24-02-2025","7.2516","7.2513","7.2555","7.2253","","0.00%"
"21-02-2025","7.2519","7.2356","7.2606","7.2325","","0.25%"
"20-02-2025","7.2336","7.2815","7.2861","7.2309","","-0.66%"
"19-02-2025","7.2816","7.2752","7.2936","7.2716","","0.11%"
"18-02-2025","7.2737","7.2660","7.2869","7.2621","","0.13%"
"17-02-2025","7.2641","7.2593","7.2683","7.2418","","0.08%"
"14-02-2025","7.2580","7.2702","7.2915","7.2502","","-0.15%"
"13-02-2025","7.2687","7.3094","7.3137","7.2671","","-0.55%"
"12-02-2025","7.3089","7.3100","7.3246","7.3033","","0.01%"
"11-02-2025","7.3083","7.3109","7.3158","7.3052","","-0.01%"
"10-02-2025","7.3087","7.3052","7.3182","7.3035","","0.09%"
"07-02-2025","7.3019","7.2885","7.3111","7.2832","","0.19%"
"06-02-2025","7.2884","7.2821","7.3004","7.2752","","0.10%"
"05-02-2025","7.2808","7.2869","7.2956","7.2676","","-0.07%"
"04-02-2025","7.2858","7.3117","7.3367","7.2741","","-0.33%"
"03-02-2025","7.3097","7.3574","7.3636","7.3001","","-0.13%"
"31-01-2025","7.3193","7.2932","7.3303","7.2751","","0.38%"
"30-01-2025","7.2918","7.2633","7.2945","7.2579","","0.40%"
"29-01-2025","7.2628","7.2741","7.2810","7.2561","","-0.13%"
"28-01-2025","7.2719","7.2513","7.2863","7.2483","","0.30%"
"27-01-2025","7.2503","7.2428","7.2778","7.2379","","0.11%"
"24-01-2025","7.2423","7.2876","7.2891","7.2343","","-0.62%"
"23-01-2025","7.2874","7.2817","7.2983","7.2711","","0.09%"
"22-01-2025","7.2811","7.2667","7.2905","7.2631","","0.22%"
"21-01-2025","7.2652","7.2625","7.2969","7.2517","","0.06%"
"20-01-2025","7.2611","7.3398","7.3399","7.2593","","-1.06%"
"17-01-2025","7.3387","7.3462","7.3583","7.3329","","-0.10%"
"16-01-2025","7.3458","7.3487","7.3526","7.3418","","-0.03%"
"15-01-2025","7.3482","7.3439","7.3519","7.3355","","0.09%"
"14-01-2025","7.3416","7.3466","7.3531","7.3332","","-0.05%"
"13-01-2025","7.3451","7.3625","7.3637","7.3460","","-0.22%"
"10-01-2025","7.3616","7.3562","7.3651","7.3411","","0.10%"
"09-01-2025","7.3541","7.3533","7.3594","7.3432","","0.02%"
"08-01-2025","7.3523","7.3409","7.3620","7.3384","","0.16%"
"07-01-2025","7.3405","7.3461","7.3507","7.3302","","-0.07%"
"06-01-2025","7.3458","7.3561","7.3648","7.3128","","-0.15%"
"03-01-2025","7.3565","7.3401","7.3629","7.3236","","0.23%"
"02-01-2025","7.3395","7.3320","7.3451","7.3150","","0.11%"
"01-01-2025","7.3317","7.3355","7.3370","7.3324","","-0.03%"
"31-12-2024","7.3337","7.3149","7.3704","7.3046","","0.27%"
"30-12-2024","7.3139","7.3011","7.3199","7.2971","","0.21%"
"27-12-2024","7.2985","7.3028","7.3102","7.2944","","-0.04%"
"26-12-2024","7.3015","7.3018","7.3120","7.2992","","0.01%"
"25-12-2024","7.3010","7.3064","7.3087","7.2952","","-0.07%"
"24-12-2024","7.3063","7.3075","7.3100","7.2965","","-0.01%"
"23-12-2024","7.3070","7.2925","7.3140","7.2842","","0.22%"
"20-12-2024","7.2906","7.3089","7.3145","7.2898","","-0.24%"
"19-12-2024","7.3079","7.3248","7.3271","7.3046","","-0.22%"
