"Date","Price","Open","High","Low","Vol.","Change %"
"06-04-2021","6.5409","6.5574","6.5663","6.5398","","-0.24%"
"05-04-2021","6.5565","6.5763","6.5845","6.5526","","-0.30%"
"02-04-2021","6.5763","6.5747","6.5812","6.5640","","0.03%"
"01-04-2021","6.5745","6.5640","6.5890","6.5574","","0.18%"
"31-03-2021","6.5627","6.5732","6.5790","6.5551","","-0.14%"
"30-03-2021","6.5722","6.5756","6.5850","6.5665","","-0.03%"
"29-03-2021","6.5745","6.5388","6.5851","6.5366","","0.58%"
"26-03-2021","6.5364","6.5483","6.5512","6.5367","","-0.15%"
"25-03-2021","6.5465","6.5296","6.5549","6.5251","","0.28%"
"24-03-2021","6.5280","6.5212","6.5313","6.5131","","0.12%"
"23-03-2021","6.5201","6.5072","6.5217","6.5025","","0.21%"
"22-03-2021","6.5064","6.5090","6.5180","6.5012","","-0.01%"
"19-03-2021","6.5068","6.5067","6.5233","6.5020","","0.02%"
"18-03-2021","6.5054","6.4855","6.5160","6.4841","","0.31%"
"17-03-2021","6.4852","6.5011","6.5119","6.4842","","-0.23%"
"16-03-2021","6.5001","6.4980","6.5070","6.4914","","0.06%"
"15-03-2021","6.4961","6.4963","6.5182","6.4929","","0.02%"
"12-03-2021","6.4950","6.4783","6.5157","6.4753","","0.28%"
"11-03-2021","6.4770","6.4949","6.5064","6.4762","","-0.26%"
"10-03-2021","6.4936","6.5189","6.5296","6.4928","","-0.38%"
"09-03-2021","6.5183","6.5518","6.5638","6.5105","","-0.49%"
"08-03-2021","6.5504","6.5143","6.5550","6.5047","","0.58%"
"05-03-2021","6.5124","6.4920","6.5300","6.4784","","0.33%"
"04-03-2021","6.4909","6.4773","6.4939","6.4690","","0.23%"
"03-03-2021","6.4758","6.4742","6.4797","6.4575","","0.03%"
"02-03-2021","6.4736","6.4703","6.4850","6.4628","","0.09%"
"01-03-2021","6.4675","6.4786","6.4819","6.4636","","-0.16%"
"26-02-2021","6.4780","6.4890","6.5093","6.4640","","-0.15%"
"25-02-2021","6.4877","6.4475","6.4984","6.4429","","0.64%"
"24-02-2021","6.4465","6.4597","6.4662","6.4392","","-0.17%"
"23-02-2021","6.4577","6.4661","6.4753","6.4521","","-0.11%"
"22-02-2021","6.4650","6.4592","6.4773","6.4427","","0.10%"
"19-02-2021","6.4583","6.4599","6.4691","6.4409","","-0.01%"
"18-02-2021","6.4592","6.4350","6.4725","6.4292","","0.39%"
"17-02-2021","6.4344","6.4253","6.4511","6.4240","","0.16%"
"16-02-2021","6.4243","6.4058","6.4310","6.3999","","0.31%"
"15-02-2021","6.4044","6.4204","6.4246","6.3989","","-0.23%"
"12-02-2021","6.4194","6.4235","6.4391","6.4182","","-0.05%"
"11-02-2021","6.4225","6.4289","6.4353","6.4166","","-0.08%"
"10-02-2021","6.4274","6.4204","6.4346","6.4123","","0.15%"
"09-02-2021","6.4177","6.4407","6.4502","6.4172","","-0.35%"
"08-02-2021","6.4400","6.4585","6.4640","6.4384","","-0.23%"
"05-02-2021","6.4549","6.4725","6.4892","6.4559","","-0.25%"
"04-02-2021","6.4709","6.4591","6.4797","6.4563","","0.22%"
"03-02-2021","6.4569","6.4585","6.4690","6.4545","","-0.01%"
"02-02-2021","6.4575","6.4760","6.4768","6.4537","","-0.27%"
"01-02-2021","6.4748","6.4469","6.4805","6.4426","","0.45%"
"29-01-2021","6.4459","6.4742","6.4823","6.4391","","-0.40%"
"28-01-2021","6.4719","6.4963","6.5161","6.4683","","-0.37%"
"27-01-2021","6.4962","6.4730","6.5015","6.4662","","0.38%"
"26-01-2021","6.4718","6.4872","6.4909","6.4679","","-0.21%"
"25-01-2021","6.4854","6.4936","6.4983","6.4808","","-0.14%"
"22-01-2021","6.4945","6.4645","6.5007","6.4628","","0.48%"
"21-01-2021","6.4633","6.4619","6.4717","6.4535","","0.04%"
"20-01-2021","6.4609","6.4808","6.4833","6.4595","","-0.27%"
"19-01-2021","6.4787","6.4957","6.5001","6.4727","","-0.26%"
"18-01-2021","6.4958","6.4832","6.5085","6.4765","","0.18%"
"15-01-2021","6.4841","6.4643","6.4873","6.4613","","0.32%"
"14-01-2021","6.4633","6.4658","6.4784","6.4571","","-0.02%"
"13-01-2021","6.4645","6.4426","6.4711","6.4390","","0.35%"
"12-01-2021","6.4419","6.4798","6.4806","6.4412","","-0.56%"
"11-01-2021","6.4782","6.4636","6.4914","6.4610","","0.23%"
"08-01-2021","6.4632","6.4714","6.4778","6.4520","","-0.10%"
"07-01-2021","6.4699","6.4497","6.4788","6.4356","","0.33%"
"06-01-2021","6.4487","6.4368","6.4585","6.4242","","0.20%"
"05-01-2021","6.4357","6.4551","6.4587","6.4114","","-0.29%"
"04-01-2021","6.4541","6.5050","6.5054","6.4397","","-0.75%"
"01-01-2021","6.5028","6.5030","6.5070","6.4970","","0.02%"
"31-12-2020","6.5017","6.5063","6.5181","6.4879","","-0.05%"
"30-12-2020","6.5049","6.5181","6.5252","6.5005","","-0.19%"
"29-12-2020","6.5170","6.5335","6.5352","6.5128","","-0.23%"
"28-12-2020","6.5321","6.5182","6.5383","6.5130","","0.24%"
"25-12-2020","6.5163","6.5168","6.5255","6.5005","","-0.01%"
"24-12-2020","6.5169","6.5331","6.5358","6.5134","","-0.23%"
"23-12-2020","6.5318","6.5403","6.5483","6.5193","","-0.11%"
"22-12-2020","6.5392","6.5363","6.5491","6.5290","","0.09%"
"21-12-2020","6.5332","6.5199","6.5542","6.5179","","0.23%"
"18-12-2020","6.5182","6.5170","6.5338","6.5107","","0.03%"
"17-12-2020","6.5165","6.5122","6.5183","6.4991","","0.08%"
"16-12-2020","6.5111","6.5171","6.5300","6.5041","","-0.08%"
"15-12-2020","6.5162","6.5292","6.5461","6.5152","","-0.19%"
"14-12-2020","6.5285","6.5381","6.5396","6.5163","","-0.14%"
"11-12-2020","6.5378","6.5359","6.5431","6.5212","","0.05%"
"10-12-2020","6.5344","6.5285","6.5470","6.5237","","0.11%"
"09-12-2020","6.5269","6.5200","6.5430","6.4963","","0.11%"
"08-12-2020","6.5195","6.5196","6.5283","6.5069","","0.03%"
"07-12-2020","6.5174","6.5164","6.5366","6.5093","","0.02%"
"04-12-2020","6.5163","6.5356","6.5435","6.5064","","-0.28%"
"03-12-2020","6.5346","6.5435","6.5546","6.5246","","-0.13%"
"02-12-2020","6.5431","6.5515","6.5635","6.5405","","-0.11%"
"01-12-2020","6.5501","6.5838","6.5852","6.5474","","-0.50%"
"30-11-2020","6.5827","6.5738","6.5889","6.5646","","0.12%"
"27-11-2020","6.5746","6.5697","6.5816","6.5629","","0.10%"
"26-11-2020","6.5682","6.5634","6.5746","6.5547","","0.09%"
"25-11-2020","6.5622","6.5754","6.5841","6.5605","","-0.18%"
"24-11-2020","6.5743","6.5806","6.5983","6.5683","","-0.07%"
"23-11-2020","6.5787","6.5527","6.5894","6.5438","","0.43%"
"20-11-2020","6.5506","6.5776","6.5808","6.5500","","-0.39%"
"19-11-2020","6.5763","6.5612","6.5922","6.5554","","0.24%"
"18-11-2020","6.5605","6.5482","6.5683","6.5318","","0.20%"
"17-11-2020","6.5472","6.5731","6.5757","6.5444","","-0.36%"
"16-11-2020","6.5708","6.6009","6.6029","6.5645","","-0.33%"
"13-11-2020","6.5924","6.6178","6.6290","6.5924","","-0.37%"
"12-11-2020","6.6167","6.6168","6.6360","6.6011","","0.01%"
"11-11-2020","6.6163","6.5991","6.6302","6.5814","","0.27%"
"10-11-2020","6.5983","6.6154","6.6293","6.5856","","-0.25%"
"09-11-2020","6.6150","6.5875","6.6501","6.5468","","0.36%"
"06-11-2020","6.5913","6.6113","6.6301","6.5851","","-0.28%"
"05-11-2020","6.6101","6.6213","6.6646","6.6004","","-0.15%"
"04-11-2020","6.6201","6.6812","6.7752","6.6193","","-0.88%"
"03-11-2020","6.6791","6.6888","6.6968","6.6713","","-0.13%"
"02-11-2020","6.6875","6.6933","6.7053","6.6832","","-0.10%"
"30-10-2020","6.6943","6.7091","6.7126","6.6761","","-0.21%"
"29-10-2020","6.7081","6.7284","6.7313","6.6998","","-0.29%"
"28-10-2020","6.7276","6.7151","6.7389","6.7048","","0.21%"
"27-10-2020","6.7135","6.7008","6.7245","6.6873","","0.20%"
"26-10-2020","6.7000","6.6655","6.7188","6.6600","","0.51%"
"23-10-2020","6.6657","6.6705","6.6851","6.6490","","-0.05%"
"22-10-2020","6.6688","6.6441","6.6785","6.6392","","0.39%"
"21-10-2020","6.6429","6.6640","6.6649","6.6272","","-0.30%"
"20-10-2020","6.6630","6.6792","6.6852","6.6557","","-0.23%"
"19-10-2020","6.6785","6.6958","6.7013","6.6691","","-0.25%"
"16-10-2020","6.6952","6.7130","6.7210","6.6862","","-0.24%"
"15-10-2020","6.7115","6.7108","6.7337","6.7013","","0.02%"
"14-10-2020","6.7099","6.7362","6.7452","6.7032","","-0.36%"
"13-10-2020","6.7343","6.7438","6.7669","6.7287","","-0.13%"
"12-10-2020","6.7428","6.7041","6.7578","6.6876","","0.82%"
"09-10-2020","6.6881","6.7392","6.7430","6.6783","","-0.73%"
"08-10-2020","6.7373","6.7336","6.7492","6.7232","","0.05%"
"07-10-2020","6.7337","6.7481","6.7558","6.7252","","-0.19%"
"06-10-2020","6.7465","6.7192","6.7498","6.7157","","0.41%"
"05-10-2020","6.7187","6.7523","6.7578","6.7132","","-0.47%"
"02-10-2020","6.7505","6.7491","6.7786","6.7441","","0.04%"
"01-10-2020","6.7478","6.7836","6.7916","6.7302","","-0.52%"
"30-09-2020","6.7833","6.8164","6.8260","6.7803","","-0.48%"
"29-09-2020","6.8160","6.8130","6.8315","6.8116","","0.06%"
"28-09-2020","6.8122","6.8246","6.8361","6.8097","","-0.13%"
"25-09-2020","6.8208","6.8264","6.8460","6.8081","","-0.08%"
"24-09-2020","6.8261","6.8251","6.8474","6.8131","","0.03%"
"23-09-2020","6.8240","6.7842","6.8299","6.7785","","0.65%"
"22-09-2020","6.7797","6.7930","6.8024","6.7713","","-0.18%"
"21-09-2020","6.7921","6.7786","6.8092","6.7526","","0.22%"
"18-09-2020","6.7774","6.7539","6.7808","6.7445","","0.36%"
"17-09-2020","6.7531","6.7453","6.7839","6.7425","","0.13%"
"16-09-2020","6.7444","6.7811","6.7875","6.7420","","-0.52%"
"15-09-2020","6.7799","6.8089","6.8120","6.7656","","-0.41%"
"14-09-2020","6.8078","6.8342","6.8366","6.8042","","-0.37%"
"11-09-2020","6.8330","6.8453","6.8463","6.8309","","-0.17%"
"10-09-2020","6.8443","6.8314","6.8468","6.8238","","0.20%"
"09-09-2020","6.8305","6.8540","6.8621","6.8298","","-0.34%"
"08-09-2020","6.8536","6.8327","6.8573","6.8270","","0.32%"
"07-09-2020","6.8317","6.8361","6.8411","6.8275","","-0.06%"
"04-09-2020","6.8356","6.8468","6.8509","6.8344","","-0.14%"
"03-09-2020","6.8451","6.8334","6.8513","6.8237","","0.19%"
"02-09-2020","6.8319","6.8369","6.8398","6.8218","","-0.07%"
"01-09-2020","6.8366","6.8477","6.8523","6.8130","","-0.16%"
"31-08-2020","6.8477","6.8587","6.8630","6.8426","","-0.14%"
"28-08-2020","6.8574","6.8884","6.8900","6.8565","","-0.45%"
"27-08-2020","6.8885","6.8812","6.8949","6.8677","","0.13%"
"26-08-2020","6.8796","6.9042","6.9068","6.8794","","-0.34%"
"25-08-2020","6.9032","6.9108","6.9151","6.8994","","-0.09%"
"24-08-2020","6.9094","6.9208","6.9225","6.9025","","-0.14%"
"21-08-2020","6.9192","6.9075","6.9267","6.8931","","0.19%"
"20-08-2020","6.9061","6.9209","6.9274","6.9045","","-0.21%"
"19-08-2020","6.9204","6.9063","6.9264","6.8974","","0.22%"
"18-08-2020","6.9055","6.9333","6.9353","6.9050","","-0.38%"
"17-08-2020","6.9321","6.9408","6.9461","6.9301","","-0.11%"
"14-08-2020","6.9399","6.9480","6.9542","6.9385","","-0.09%"
"13-08-2020","6.9459","6.9333","6.9549","6.9271","","0.20%"
"12-08-2020","6.9323","6.9419","6.9560","6.9310","","-0.10%"
"11-08-2020","6.9394","6.9615","6.9678","6.9361","","-0.30%"
"10-08-2020","6.9605","6.9668","6.9757","6.9573","","-0.08%"
"07-08-2020","6.9660","6.9437","6.9776","6.9419","","0.34%"
"06-08-2020","6.9425","6.9436","6.9546","6.9324","","0.01%"
"05-08-2020","6.9421","6.9748","6.9783","6.9316","","-0.46%"
"04-08-2020","6.9741","6.9826","6.9908","6.9733","","-0.10%"
"03-08-2020","6.9814","6.9897","6.9951","6.9749","","-0.08%"
"31-07-2020","6.9873","7.0015","7.0053","6.9745","","-0.19%"
"30-07-2020","7.0003","6.9974","7.0183","6.9912","","0.04%"
"29-07-2020","6.9977","7.0058","7.0115","6.9945","","-0.09%"
"28-07-2020","7.0042","6.9999","7.0132","6.9859","","0.09%"
"27-07-2020","6.9979","7.0156","7.0208","6.9959","","-0.24%"
"24-07-2020","7.0147","7.0130","7.0314","7.0026","","0.04%"
"23-07-2020","7.0117","7.0177","7.0187","6.9924","","-0.06%"
"22-07-2020","7.0161","6.9718","7.0198","6.9636","","0.64%"
"21-07-2020","6.9716","6.9876","6.9960","6.9687","","-0.21%"
"20-07-2020","6.9860","6.9909","7.0009","6.9823","","-0.04%"
"17-07-2020","6.9889","6.9933","7.0044","6.9884","","-0.05%"
"16-07-2020","6.9921","6.9822","7.0033","6.9805","","0.15%"
"15-07-2020","6.9817","7.0111","7.0131","6.9798","","-0.40%"
"14-07-2020","7.0094","7.0050","7.0260","6.9981","","0.08%"
"13-07-2020","7.0037","7.0108","7.0149","6.9935","","-0.07%"
"10-07-2020","7.0089","6.9974","7.0182","6.9933","","0.17%"
"09-07-2020","6.9967","6.9973","7.0021","6.9804","","-0.01%"
"08-07-2020","6.9976","7.0234","7.0307","6.9973","","-0.35%"
"07-07-2020","7.0221","7.0135","7.0286","6.9962","","0.14%"
"06-07-2020","7.0126","7.0670","7.0705","7.0097","","-0.77%"
"03-07-2020","7.0669","7.0678","7.0726","7.0619","","0.00%"
"02-07-2020","7.0669","7.0673","7.0763","7.0620","","0.03%"
"01-07-2020","7.0646","7.0700","7.0770","7.0580","","-0.05%"
"30-06-2020","7.0681","7.0766","7.0827","7.0623","","-0.10%"
"29-06-2020","7.0753","7.0852","7.0890","7.0682","","-0.14%"
"26-06-2020","7.0849","7.0816","7.0913","7.0752","","0.06%"
"25-06-2020","7.0809","7.0791","7.0905","7.0747","","0.05%"
"24-06-2020","7.0775","7.0627","7.0850","7.0451","","0.24%"
"23-06-2020","7.0608","7.0584","7.0886","7.0505","","0.06%"
"22-06-2020","7.0568","7.0767","7.0828","7.0552","","-0.28%"
"19-06-2020","7.0763","7.0804","7.0855","7.0634","","-0.05%"
"18-06-2020","7.0797","7.0760","7.0882","7.0613","","0.07%"
"17-06-2020","7.0746","7.0823","7.0921","7.0687","","-0.09%"
"16-06-2020","7.0810","7.0733","7.0915","7.0597","","0.14%"
"15-06-2020","7.0713","7.0764","7.0986","7.0681","","-0.06%"
"12-06-2020","7.0757","7.0811","7.0893","7.0665","","-0.06%"
"11-06-2020","7.0800","7.0532","7.0853","7.0468","","0.39%"
"10-06-2020","7.0526","7.0770","7.0840","7.0395","","-0.33%"
"09-06-2020","7.0760","7.0558","7.0931","7.0549","","0.30%"
"08-06-2020","7.0548","7.0708","7.0886","7.0539","","-0.20%"
"05-06-2020","7.0686","7.1076","7.1188","7.0665","","-0.54%"
"04-06-2020","7.1070","7.1159","7.1343","7.1030","","-0.12%"
"03-06-2020","7.1152","7.1068","7.1285","7.0876","","0.15%"
"02-06-2020","7.1047","7.1263","7.1346","7.1013","","-0.28%"
"01-06-2020","7.1250","7.1334","7.1528","7.1227","","-0.11%"
"29-05-2020","7.1330","7.1727","7.1778","7.1311","","-0.51%"
"28-05-2020","7.1693","7.1768","7.1885","7.1535","","-0.07%"
"27-05-2020","7.1745","7.1448","7.1975","7.1422","","0.42%"
"26-05-2020","7.1442","7.1487","7.1526","7.1350","","-0.04%"
"25-05-2020","7.1469","7.1501","7.1597","7.1448","","-0.01%"
"22-05-2020","7.1473","7.1332","7.1658","7.1262","","0.21%"
"21-05-2020","7.1321","7.1067","7.1375","7.1007","","0.39%"
"20-05-2020","7.1045","7.1185","7.1261","7.0981","","-0.18%"
"19-05-2020","7.1174","7.1198","7.1282","7.1087","","0.00%"
"18-05-2020","7.1173","7.1343","7.1459","7.1161","","-0.22%"
"15-05-2020","7.1328","7.1111","7.1366","7.1073","","0.35%"
"14-05-2020","7.1082","7.1119","7.1309","7.1062","","-0.03%"
"13-05-2020","7.1100","7.1074","7.1156","7.0944","","0.06%"
"12-05-2020","7.1060","7.1079","7.1150","7.0884","","0.01%"
"11-05-2020","7.1056","7.0939","7.1127","7.0837","","0.18%"
"08-05-2020","7.0930","7.0929","7.0984","7.0807","","0.02%"
"07-05-2020","7.0915","7.1300","7.1385","7.0905","","-0.51%"
"06-05-2020","7.1275","7.1212","7.1332","7.0995","","0.09%"
"05-05-2020","7.1210","7.1312","7.1339","7.1107","","-0.12%"
"04-05-2020","7.1299","7.1367","7.1568","7.1220","","-0.09%"
"01-05-2020","7.1362","7.0820","7.1413","7.0763","","0.80%"
"30-04-2020","7.0793","7.0727","7.0899","7.0522","","0.08%"
"29-04-2020","7.0733","7.0885","7.0901","7.0707","","-0.19%"
"28-04-2020","7.0868","7.0927","7.0994","7.0756","","-0.06%"
"27-04-2020","7.0911","7.0901","7.0966","7.0773","","0.03%"
"24-04-2020","7.0891","7.0946","7.0992","7.0830","","-0.05%"
"23-04-2020","7.0929","7.1006","7.1044","7.0783","","-0.09%"
"22-04-2020","7.0995","7.1035","7.1068","7.0895","","-0.03%"
"21-04-2020","7.1014","7.0917","7.1105","7.0827","","0.17%"
"20-04-2020","7.0897","7.0792","7.0943","7.0738","","0.18%"
"17-04-2020","7.0771","7.0881","7.0903","7.0681","","-0.14%"
"16-04-2020","7.0872","7.0706","7.0938","7.0693","","0.25%"
"15-04-2020","7.0692","7.0470","7.0795","7.0416","","0.33%"
"14-04-2020","7.0460","7.0542","7.0685","7.0424","","-0.10%"
"13-04-2020","7.0532","7.0448","7.0629","7.0434","","0.14%"
"10-04-2020","7.0434","7.0593","7.0630","7.0358","","-0.20%"
"09-04-2020","7.0576","7.0692","7.0848","7.0452","","-0.14%"
"08-04-2020","7.0676","7.0672","7.0831","7.0609","","0.02%"
"07-04-2020","7.0661","7.1072","7.1105","7.0483","","-0.57%"
"06-04-2020","7.1066","7.1103","7.1203","7.0974","","-0.05%"
"03-04-2020","7.1098","7.0934","7.1210","7.0872","","0.27%"
"02-04-2020","7.0910","7.1226","7.1435","7.0850","","-0.43%"
"01-04-2020","7.1215","7.0942","7.1351","7.0780","","0.41%"
"31-03-2020","7.0927","7.1143","7.1200","7.0803","","-0.29%"
"30-03-2020","7.1132","7.0875","7.1234","7.0866","","0.36%"
"27-03-2020","7.0880","7.0814","7.1190","7.0651","","0.11%"
"26-03-2020","7.0804","7.1267","7.1411","7.0743","","-0.63%"
"25-03-2020","7.1254","7.0852","7.1437","7.0579","","0.62%"
"24-03-2020","7.0817","7.1216","7.1265","7.0684","","-0.54%"
"23-03-2020","7.1202","7.1284","7.1527","7.0896","","-0.10%"
"20-03-2020","7.1271","7.1575","7.1642","7.0675","","-0.40%"
"19-03-2020","7.1560","7.0745","7.1663","7.0598","","1.18%"
"18-03-2020","7.0725","7.0316","7.0929","7.0170","","0.61%"
"17-03-2020","7.0295","7.0126","7.0453","6.9942","","0.27%"
"16-03-2020","7.0109","7.0214","7.0315","6.9837","","-0.14%"
"13-03-2020","7.0204","7.0276","7.0526","6.9893","","-0.08%"
"12-03-2020","7.0262","6.9689","7.0426","6.9660","","0.84%"
"11-03-2020","6.9680","6.9637","6.9710","6.9479","","0.08%"
"10-03-2020","6.9621","6.9530","6.9683","6.9314","","0.16%"
"09-03-2020","6.9513","6.9281","6.9598","6.9045","","0.36%"
"06-03-2020","6.9266","6.9411","6.9632","6.9245","","-0.20%"
"05-03-2020","6.9405","6.9235","6.9472","6.9215","","0.27%"
"04-03-2020","6.9217","6.9498","6.9532","6.9172","","-0.39%"
"03-03-2020","6.9488","6.9621","6.9879","6.9374","","-0.18%"
"02-03-2020","6.9611","6.9925","6.9948","6.9535","","-0.22%"
"28-02-2020","6.9762","7.0105","7.0212","6.9763","","-0.47%"
"27-02-2020","7.0091","7.0226","7.0304","6.9981","","-0.17%"
"26-02-2020","7.0208","7.0286","7.0382","7.0189","","-0.10%"
"25-02-2020","7.0276","7.0350","7.0376","7.0128","","-0.11%"
"24-02-2020","7.0351","7.0360","7.0569","7.0273","","0.00%"
"21-02-2020","7.0349","7.0450","7.0574","7.0339","","-0.14%"
"20-02-2020","7.0450","7.0132","7.0553","7.0075","","0.47%"
"19-02-2020","7.0121","7.0059","7.0176","6.9932","","0.10%"
"18-02-2020","7.0052","6.9851","7.0115","6.9828","","0.30%"
"17-02-2020","6.9841","6.9934","6.9938","6.9734","","-0.12%"
"14-02-2020","6.9924","6.9897","6.9976","6.9806","","0.06%"
"13-02-2020","6.9883","6.9742","6.9925","6.9714","","0.23%"
"12-02-2020","6.9726","6.9707","6.9776","6.9571","","0.05%"
"11-02-2020","6.9692","6.9846","6.9861","6.9622","","-0.20%"
"10-02-2020","6.9830","7.0070","7.0132","6.9771","","-0.32%"
"07-02-2020","7.0054","6.9781","7.0108","6.9734","","0.40%"
"06-02-2020","6.9774","6.9750","6.9813","6.9569","","0.05%"
"05-02-2020","6.9739","6.9907","7.0107","6.9629","","-0.23%"
"04-02-2020","6.9899","7.0141","7.0234","6.9858","","-0.32%"
"03-02-2020","7.0125","7.0013","7.0233","6.9841","","0.17%"
"31-01-2020","7.0004","6.9819","7.0079","6.9715","","0.26%"
"30-01-2020","6.9820","6.9695","7.0047","6.9671","","0.19%"
"29-01-2020","6.9687","6.9663","6.9712","6.9528","","0.06%"
"28-01-2020","6.9648","6.9858","6.9894","6.9651","","-0.28%"
"27-01-2020","6.9843","6.9408","6.9903","6.9391","","0.82%"
"24-01-2020","6.9275","6.9288","6.9394","6.9201","","-0.01%"
"23-01-2020","6.9282","6.9106","6.9435","6.9068","","0.28%"
"22-01-2020","6.9087","6.9090","6.9185","6.8952","","-0.01%"
"21-01-2020","6.9093","6.8671","6.9134","6.8642","","0.63%"
"20-01-2020","6.8661","6.8623","6.8742","6.8453","","0.01%"
"17-01-2020","6.8655","6.8769","6.8829","6.8575","","-0.14%"
"16-01-2020","6.8748","6.8915","6.8958","6.8707","","-0.23%"
"15-01-2020","6.8905","6.8891","6.9063","6.8850","","0.03%"
"14-01-2020","6.8881","6.8818","6.8934","6.8660","","0.11%"
"13-01-2020","6.8805","6.9127","6.9163","6.8798","","-0.46%"